Clade,Type,Gene,Isolate,Methodology,Genbank,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Environment,Ocean,Country,StateRegion,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Redundancy,Species,Potential_Pseudogene_Ref
A,A1,ITS,HPiH-1,sequencing,AB097463,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Pteraeolidia,ianthina,Pteraeolidia ianthina,culture,Pacific,Japan,Kanagawa; Hayama,N_A,N_A,35.2679528,139.5660417,3500,N_A,N_A,N_A,N_A,Ishikura_2004_Mar_Biotech_6_378,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS,Five0504,cloning,AB253789,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,vietnamensis,Zoanthus vietnamensis,in hospite,Pacific,Japan,Kagoshima,Sakurajima,Hakamagoshi,31.35,130.35,15000,3,3,2005,2005,Reimer_2007_Phycol_Res_55_58,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS2,N_A,DGGE,AF333505,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,xamachana ,Cassiopea xamachana,culture,Caribbean,United States,Florida,N_A,N_A,27.5,-81.5,750000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS,culture (Cx),sequencing,AF427466,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,xamachana ,Cassiopea xamachana,culture,Caribbean,Jamaica,N_A,N_A,N_A,18.13265,-77.2958889,125000,N_A,N_A,N_A,N_A,Santos_2002_Mol_Phylogenet_Evol_23_97,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS,C20B-J,sequencing,AJ311946,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,in hospite,Red Sea,Israel,Gulf of Aqaba,Eilat,N_A,29.5497306,34.9562056,2500,N_A,N_A,1999,1999,Pochon_2001_Mar_Biol_139_1069,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS,C3B-J,sequencing,AJ311947,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,sp.,Acropora sp.,in hospite,Red Sea,Israel,Gulf of Aqaba,Eilat,N_A,29.5497306,34.9562056,2500,N_A,N_A,1999,1999,Pochon_2001_Mar_Biol_139_1069,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS2,N_A,DGGE,same_as_AF333505,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,andromeda,Cassiopea andromeda,culture,Red Sea,Israel,Gulf of Aqaba,Eilat,N_A,29.5497306,34.9562056,5000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS2,N_A,DGGE,same_as_AF333505,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Stylophora,pistillata,Stylophora pistillata,culture,Red Sea,Israel,Gulf of Aqaba,Eilat,N_A,29.5497306,34.9562056,5000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS2,N_A,DGGE,same_as_AF333505,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,xamachana ,Cassiopea xamachana,in hospite,Caribbean,Mexico,Quintana Roo,Puerto Morelos,N_A,20.5,-86.52,4000,0.5,0.5,1998,1999,LaJeunesse_2002_Mar_Biol_141_387,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS2,N_A,cloning,same_as_AF333505,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,N_A,23.8496833,-166.2974333,100,15,20,2005,2005,Stat_2008_Biol_Invasions_10_579,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS2,N_A,cloning,same_as_AF333505,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cytherea,Acropora cytherea,in hospite,Pacific,United States,Hawaiian Islands,French Frigate Shoals,N_A,23.8496833,-166.2974333,100,15,20,2006,2006,Stat_2008_Biol_Invasions_10_579,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS2,N_A,cloning,same_as_AF333505,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JA-HIMB3,16.7429333,-169.5378167,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1,ITS2,N_A,cloning,same_as_AF333505,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,meandrina,Pocillopora meandrina,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JA-HIMB3,16.7429333,-169.5378167,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,same_as_Symbiodinium microadriaticum sub. microadriaticum,NO_Hunter_2007_J_Phycology_43_120
A,A1.1,ITS2,N_A,DGGE,AF333504,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Condylactis,gigantea ,Condylactis gigantea,culture,Caribbean,Jamaica,N_A,N_A,N_A,18.13265,-77.2958889,125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,A13,Symbiodinium cariborum (S. microadriaticum sub. condylactis),N_A
A,A1.1,ITS2,N_A,DGGE,same_as_AF333504,Cnidaria,Scyphozoa,Rhizostomeae,Cassiopeidae,Cassiopea,frondosa,Cassiopea frondosa,culture,Caribbean,Jamaica,N_A,N_A,N_A,18.13265,-77.2958889,125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,A13,same_as_Symbiodinium cariborum (S. microadriaticum sub. condylactis),N_A
A,A1.2,ITS2,N_A,cloning,AB207210,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,eydouxi,Pocillopora eydouxi,in hospite,Pacific,United States,Central Pacific,Johnston Atoll,JA-HIMB3,16.7429333,-169.5378167,100,3,7,2006,2006,Stat_2009_MEPS_386_83,N_A,N_A,NO_Stat_2009_MEPS_386_83
A,A10,ITS2,N_A,DGGE,EU792882,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Lithophyton,arboreum,Lithophyton arboreum,in hospite,Red Sea,Israel,Gulf of Aqaba,N_A,N_A,24.400405,36.307343,400000,7,7,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A12,ITS2,N_A,DGGE,same_as_EU792883,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,pacificus,Zoanthus pacificus,in hospite,Pacific,Mexico,Baja California,La Paz,N_A,24.090809,-110.173139,50000,0,0.5,2004,2006,LaJeunesse_2008_Limnol_Oceanograph_53_719,N_A,N_A,N_A
A,A13,ITS2,N_A,DGGE,same_as_AF333504,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,Montastraea annularis,in hospite,Caribbean,Barbados,N_A,N_A,N_A,13.065258,-59.39125,3000,0,5,2005,2007,LaJeunesse_2009_Proc_Royal_Soc_B_276_4139,same_as_A1.1,same_as_Symbiodinium cariborum (S. microadriaticum sub. condylactis),N_A
A,A13,ITS2,N_A,DGGE,same_as_AF333504,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,annularis,Montastraea annularis,in hospite,Caribbean,Barbados,N_A,N_A,N_A,13.065258,-59.39125,3000,15,15,2005,2007,LaJeunesse_2009_Proc_Royal_Soc_B_276_4139,same_as_A1.1,same_as_Symbiodinium cariborum (S. microadriaticum sub. condylactis),N_A
A,A15,ITS2,N_A,DGGE,same_as_EU792884,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,N_A,N_A
A,A15,ITS2,N_A,DGGE,same_as_EU792884,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,N_A,N_A
A,A15a,ITS2,N_A,DGGE,EU792885,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp,Millepora sp,in hospite,Indian,Tanzania,Eastern Indian,N_A,N_A,-7.012318,39.726367,250000,3,6,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A15a,ITS2,N_A,DGGE,same_as_EU792885,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp,Millepora sp,in hospite,Indian,Tanzania,Eastern Indian,N_A,N_A,-7.012318,39.726367,250000,3,6,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A15a,ITS2,N_A,DGGE,same_as_EU792885,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp,Millepora sp,in hospite,Indian,Tanzania,Eastern Indian,N_A,N_A,-7.012318,39.726367,250000,3,6,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A15a,ITS2,N_A,DGGE,same_as_EU792885,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,N_A,N_A
A,A15b,ITS2,N_A,DGGE,EU792886,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp,Millepora sp,in hospite,Indian,Tanzania,Eastern Indian,N_A,N_A,-7.012318,39.726367,250000,3,6,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A15b,ITS2,N_A,DGGE,same_as_EU792886,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp,Millepora sp,in hospite,Indian,Tanzania,Eastern Indian,N_A,N_A,-7.012318,39.726367,250000,3,6,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A15b,ITS2,N_A,DGGE,same_as_EU792886,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp,Millepora sp,in hospite,Indian,Tanzania,Eastern Indian,N_A,N_A,-7.012318,39.726367,250000,3,6,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A15b,ITS2,N_A,DGGE,same_as_EU792886,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,N_A,N_A
A,A15c,ITS2,N_A,DGGE,EU792887,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp,Millepora sp,in hospite,Indian,Tanzania,Eastern Indian,N_A,N_A,-7.012318,39.726367,250000,3,6,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A15c,ITS2,N_A,DGGE,same_as_EU792887,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,N_A,N_A
A,A15c,ITS2,N_A,DGGE,same_as_EU792887,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Banda Kuu,-5.425601,39.175998,2000,3,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,N_A,N_A
A,A16,ITS2,N_A,DGGE,EU792888,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp,Millepora sp,in hospite,Indian,Tanzania,Eastern Indian,N_A,N_A,-7.012318,39.726367,250000,3,6,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A16,ITS2,N_A,DGGE,same_as_EU792888,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,sp.,Millepora sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,N_A,N_A,N_A
A,A1a,ITS2,N_A,DGGE,EU449030,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,longicyathus,Acropora longicyathus,in hospite,Pacific,Australia,Great Barrier Reef,N_A,N_A,-19.640735,149.041377,600000,1,4,N_A,N_A,LaJeunesse_2009_Biol_Invasions_11_995,N_A,N_A,N_A
A,A2,ITS2,N_A,DGGE,AF333506,Cnidaria,Anthozoa,Zoanthidea,Zoanthidae,Zoanthus,sociatus,Zoanthus sociatus,culture,Caribbean,Jamaica,N_A,N_A,N_A,18.13265,-77.2958889,125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,Symbiodinium pilosum_same_as_Symbiodinium meandrinae_Symbiodinium corculorum,NO_Hunter_2007_J_Phycology_43_120
A,A2,ITS2,N_A,DGGE,same_as_AF333506,Cnidaria,Anthozoa,Actiniaria,Aiptasiidae,Bartholomea,annulata,Bartholomea annulata,culture,Caribbean,Barbados,N_A,N_A,N_A,13.1629861,-59.5476444,19000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,NO_Hunter_2007_J_Phycology_43_120
A,A2,ITS2,N_A,DGGE,same_as_AF333506,Mollusca,Bivalvia,Veneroida,Cardiidae,Corculum,cardissa,Corculum cardissa,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,Symbiodinium corculorum_same_as_Symbiodinium pilosum_Symbiodinium meandrinae,NO_Hunter_2007_J_Phycology_43_120
A,A2,ITS2,N_A,DGGE,same_as_AF333506,Cnidaria,Anthozoa,Gorgonacea,Gorgoniidae,Gorgonia,ventallina,Gorgonia ventallina,culture,Caribbean,Jamaica,N_A,N_A,N_A,18.13265,-77.2958889,125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,NO_Hunter_2007_J_Phycology_43_120
A,A2,ITS2,N_A,DGGE,same_as_AF333506,Cnidaria,Anthozoa,Gorgonacea,Gorgoniidae,Gorgonia,ventallina,Gorgonia ventallina,culture,Caribbean,United States,Puerto Rico,N_A,N_A,18.2246528,-66.4921944,125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,NO_Hunter_2007_J_Phycology_43_120
A,A2,ITS2,N_A,DGGE,same_as_AF333506,Cnidaria,Anthozoa,Gorgonacea,Gorgoniidae,Gorgonia,ventallina,Gorgonia ventallina,culture,Atlantic,United Kingdom,Bermuda,N_A,N_A,32.3686833,-64.7897611,17500,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,NO_Hunter_2007_J_Phycology_43_120
A,A2,ITS2,N_A,DGGE,same_as_AF333506,Cnidaria,Anthozoa,Helioporacea,Helioporidae,Heliopora,sp.,Heliopora sp.,culture,Pacific,Marshall Islands,Enewetak,N_A,N_A,11.4832583,162.2320167,45000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,NO_Hunter_2007_J_Phycology_43_120
A,A2,ITS2,N_A,DGGE,same_as_AF333506,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Meandrina,meandrites,Meandrina meandrites,culture,Caribbean,Jamaica,N_A,N_A,N_A,18.13265,-77.2958889,125000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,Symbiodinium meandrinae_same_as_Symbiodinium pilosum_Symbiodinium corculorum,NO_Hunter_2007_J_Phycology_43_120
A,A2,ITS2,N_A,DGGE,same_as_AF333506,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,gigas,Tridacna gigas,culture,Pacific,Australia,N_A,N_A,N_A,-25,134,2200000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,same_as_Symbiodinium corculorum_Symbiodinium pilosum_Symbiodinium meandrinae,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,JCUTS-1,sequencing,AF184944,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,squamosa,Tridacna squamosa,culture,Pacific,Australia,N_A,N_A,N_A,-25,134,2200000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PLFU-1,sequencing,AF184945,Mollusca,Bivalvia,Veneroida,Cardiidae,Fragum,unedo,Fragum unedo,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PLTM-1,sequencing,AF184947,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,maxima,Tridacna maxima,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,CS-163,sequencing,AF186050,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,gigas,Tridacna gigas,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PLCC-1,sequencing,AF186051,Mollusca,Bivalvia,Veneroida,Cardiidae,Corculum,cardissa,Corculum cardissa,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PLCM-1,sequencing,AF186052,Mollusca,Bivalvia,Veneroida,Cardiidae,Corculum,monstrosum,Corculum monstrosum,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PLTS-1,sequencing,AF186054,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,squamosa,Tridacna squamosa,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,CS-161,sequencing,AF186055,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,derasa,Tridacna derasa,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PHSC HH2A,sequencing,AF186058,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,culture,Pacific,Philippines,N_A,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PHSC HH2B,sequencing,AF186059,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,culture,Pacific,Philippines,N_A,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PHSC HH2C,sequencing,AF186060,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,culture,Pacific,Philippines,N_A,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PHSC HH3A,sequencing,AF186061,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,culture,Pacific,Philippines,N_A,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PHSC HH3B,sequencing,AF186062,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,culture,Pacific,Philippines,N_A,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PHSC HH3C,sequencing,AF186063,Mollusca,Bivalvia,Veneroida,Cardiidae,Hippopus,hippopus,Hippopus hippopus,culture,Pacific,Philippines,N_A,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PHSC TC3A,sequencing,AF186069,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,crocea,Tridacna crocea,culture,Pacific,Philippines,N_A,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,PHBOTS3B,sequencing,AF195149,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,squamosa,Tridacna squamosa,culture,Pacific,Philippines,N_A,N_A,N_A,12,123,850000,N_A,N_A,N_A,N_A,Baillie_2000_J_Phycology_36_1153,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,AF333507,Cnidaria,Scyphozoa,Rhizostomeae,Mastigiidae,Mastigias,sp.,Mastigias sp.,culture,Pacific,Palau,N_A,N_A,N_A,7.5,134.5,85000,N_A,N_A,N_A,N_A,LaJeunesse_2001_J_Phycology_37_866,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS,culture (T),sequencing,AF427467,Mollusca,Bivalvia,Veneroida,Cardiidae,Tridacna,gigas,Tridacna gigas,culture,Pacific,N_A,Indo-Pacific,N_A,N_A,3,122,2500000,N_A,N_A,N_A,N_A,Santos_2002_Mol_Phylogenet_Evol_23_97,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,cloning,DQ838546,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,franksi,Montastraea franksi,in hospite,Caribbean,Panama,Bocas del Toro,N_A,N_A,9.3353361,-82.2543222,15000,N_A,N_A,2002,2002,Garren_2006_Coral_Reefs_25_503,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,culture 77,cloning,EU074857,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,culture 77,cloning,EU074858,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,culture 77,cloning,EU074861,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,culture 77,cloning,EU074926,N_A,N_A,N_A,N_A,N_A,N_A,N_A N_A,culture,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,N_A,Thornhill_2007_Mol_Ecol_16_5326,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,in hospite,Caribbean,United States,Florida,Florida Keys,Biscayne National Park,25.479113,-80.231676,10000,N_A,N_A,2005,2005,Bielmyer_2010_Aqua_Tox_97_125,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,in hospite,Caribbean,Colombia,Cartagena,N_A,N_A,10.141381,-75.930156,75000,8,10,2006,2006,Camargo_2009_Biodivers_Conserv_18_935,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,siderea,Siderastrea siderea,in hospite,Caribbean,United States,Florida,Florida Keys,N_A,24.776438,-80.717769,80000,4,4,2006,2006,Correa_2009_Coral_Reefs_28_437,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,siderea,Siderastrea siderea,in hospite,Caribbean,United States,Florida,Florida Keys,N_A,24.776438,-80.717769,80000,6,6,2006,2006,Correa_2009_Coral_Reefs_28_437,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
A,A3,ITS2,N_A,DGGE,same_as_AF333507,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,cervicornis,Acropora cervicornis,in hospite,Caribbean,Belize,Western Caribbean,South Yucatan,Carrie Bow,16.480001,-88.045999,15000,6,10,2002,2003,Finney_2010_Microb_Ecol_60_250,N_A,N_A,NO_Hunter_2007_J_Phycology_43_120
