Clade,Type,Gene,Isolate,Methodology,Genbank,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Host_Sci_Name,Environment,Ocean,Country,StateRegion,SubRegion,Locale,Latitude,Longitude,Coordinate_Precision,Min_Depth,Max_Depth,Start_Year_Collect,End_Year_Collect,Ref,Redundancy,Species,Potential_Pseudogene_Ref
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,aspera,Goniastrea aspera,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,favulus,Goniastrea favulus,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,pectinata,Goniastrea pectinata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,pectinata,Goniastrea pectinata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,retiformis,Goniastrea retiformis,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,retiformis,Goniastrea retiformis,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Goniastrea,retiformis,Goniastrea retiformis,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,columna,Goniopora columna,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,djiboutiensis,Goniopora djiboutiensis,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,fruticosa,Goniopora fruticosa,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Poritidae,Goniopora,fruticosa,Goniopora fruticosa,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Gorgonacea,Gorgoniidae,Gorgonia,sp.,Gorgonia sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Helioporacea,Helioporidae,Heliopora,coerulea,Heliopora coerulea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Helioporacea,Helioporidae,Heliopora,coerulea,Heliopora coerulea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Helioporacea,Helioporidae,Heliopora,coerulea,Heliopora coerulea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Helioporacea,Helioporidae,Heliopora,coerulea,Heliopora coerulea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,pruinosa,Leptastrea pruinosa,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,pruinosa,Leptastrea pruinosa,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,pruinosa,Leptastrea pruinosa,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,sp.,Leptastrea sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Leptastrea,sp.,Leptastrea sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Leptoseris,mycetoseroides,Leptoseris mycetoseroides,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Mussidae,Lobophyllia,hemprichii,Lobophyllia hemprichii,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Mussidae,Lobophyllia,hemprichii,Lobophyllia hemprichii,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Mussidae,Lobophyllia,hemprichii,Lobophyllia hemprichii,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Mussidae,Lobophyllia,sp.,Lobophyllia sp.,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Merulina,ampliata,Merulina ampliata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,curta,Montastraea curta,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Montastraea,valenciennesi,Montastraea valenciennesi,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Pectiniidae,Mycedium,elephantotus,Mycedium elephantotus,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Oulastrea,sp.,Oulastrea sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pachyseris,sp.,Pachyseris sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pachyseris,speciosa,Pachyseris speciosa,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Zoanthidea,Sphenopidae,Palythoa,sp.,Palythoa sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Zoanthidea,Sphenopidae,Palythoa,sp.,Palythoa sp.,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,decussata,Pavona decussata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,explanulata,Pavona explanulata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,explanulata,Pavona explanulata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,explanulata,Pavona explanulata,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,explanulata,Pavona explanulata,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,varians,Pavona varians,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Racha,7.364345,98.221469,2000,2,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,varians,Pavona varians,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,varians,Pavona varians,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,varians,Pavona varians,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Agariciidae,Pavona,varians,Pavona varians,in hospite,Pacific,Thailand,Phuket,Similan Islands,Similan,8.344871,97.381451,4500,2,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,lichtensteini,Physogyra lichtensteini,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,lichtensteini,Physogyra lichtensteini,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Changuu,-6.070491,39.100244,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,lichtensteini,Physogyra lichtensteini,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,lichtensteini,Physogyra lichtensteini,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,daedalea,Platygyra daedalea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Herpolitha,limax,Platygyra limax,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Herpolitha,limax,Platygyra limax,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,pini,Platygyra pini,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,pini,Platygyra pini,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,sinensis,Platygyra sinensis,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Faviidae,Platygyra,sinensis,Platygyra sinensis,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,sinuosa,Plerogyra sinuosa,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,sinuosa,Plerogyra sinuosa,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Lae,7.411501,98.451796,3500,6,12,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Plerogyra,sinuosa,Plerogyra sinuosa,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Pocillopora,verrucosa,Pocillopora verrucosa,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Phiphi Don,7.432416,98.464195,5900,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Podabacia,crustacea,Podabacia crustacea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Hae,7.450068,98.230912,1500,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Podabacia,crustacea,Podabacia crustacea,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Scleractinia,Siderastreidae,Psammocora,contigua,Psammocora contigua,in hospite,Pacific,Thailand,Phuket,Andaman Sea,Cape Panwa,7.481125,98.244201,1000,0,5,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
D,D1a,ITS2,N_A,DGGE,same_as_AF499802,Cnidaria,Anthozoa,Corallimorpharia,Actinodiscidae,Rhodactis,rhodostoma,Rhodactis rhodostoma,in hospite,Indian,Tanzania,Western Indian,Zanzibar,Bawe,-6.094467,39.072265,1000,2,6,2007,2007,LaJeunesse_2010_J_Biogeography_37_785,same_as_D1b_D5,N_A,NO_Thornhill_2007_Mol_Ecol_16_5326
